Título,URL,Tipo,Alternativas,Áreas
"McDermott y CB&I se fusionan",https://lexlatin.com/node/42185,Emisiones,"M&A; Financiamientos","Mercado de capitales - Emisiones, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Saba adquiere propietaria de estacionamiento en el centro de Santiago de Chile",https://lexlatin.com/node/42056,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Cargill adquiere control de fabricante de endulzantes argentino Glucovil",https://lexlatin.com/node/42027,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Charles Taylor InsureTech adquiere proveedor de software latinoamericano Inworx",https://lexlatin.com/node/41973,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Decamerón compra resort con crédito de Davivienda e Itaú Corpbanca",https://lexlatin.com/node/41887,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Clínica Las Condes emite bonos por USD 272 millones para refinanciar deuda",https://lexlatin.com/node/38281,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"Fondo administrado por Tanner compra créditos de Cofisa",https://lexlatin.com/node/38274,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Ashmore y Steve Dixon adquieren participación de Graña y Montero en Stracon GyM",https://lexlatin.com/node/38263,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Enel Chile se reestructura para consolidar sus operaciones de generación",https://lexlatin.com/node/38257,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Arroyo Energy adquiere dos proyectos de parques eólicos en Chile",https://lexlatin.com/node/38229,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"KYB adquiere acciones de Mando en joint venture brasileño",https://lexlatin.com/node/38217,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Vista concluye adquisición de activos de Pampa Energía y Pluspetrol en Argentina",https://lexlatin.com/node/38197,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Suzano toma control de Fibria y se convierte en primer productor mundial de celulosa",https://lexlatin.com/node/38178,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Celsia emite 330 millones de acciones ordinarias en oferta pública",https://lexlatin.com/node/38016,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Avianca vende derechos contractuales y deudas por cobrar a USAVflow",https://lexlatin.com/node/38003,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Jacinta Solar logra refinanciamiento de préstamo otorgado por el BID",https://lexlatin.com/node/34157,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"InRetail Perú adquiere Quicorp por USD 583 millones",https://lexlatin.com/node/34146,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Concesión Ruta al Mar cierra financiamiento por USD 708 millones",https://lexlatin.com/node/34087,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Plaza Logística recibe préstamo sindicado denominado en UVAs",https://lexlatin.com/node/34063,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Mesoamerica compra 75 % de Savory en Chile",https://lexlatin.com/node/34046,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Vertex vende hotel en Baja California a BPBI Hotels y Stingray por USD 125 millones",https://lexlatin.com/node/34029,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Eléctrica peruana Termochilca refinancia deuda por USD 151 millones y emite bonos subordinados",https://lexlatin.com/node/34001,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"GE Capital cierra venta de flota terrestre en varios países a Element Financial Corp",https://lexlatin.com/node/33931,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Mexicana Alpha Holding realiza emisión internacional de USD 300 millones",https://lexlatin.com/node/33921,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Lefosse y Demarest asesoran en inversión de AES Tietê Energia en proyectos de energía solar",https://lexlatin.com/node/33485,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Ternium completa adquisición de CSA y obtiene préstamo sindicado por USD 1.500 millones",https://lexlatin.com/node/33411,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Scotiabank de Costa Rica otorga préstamo a Multifondos para financiar adquisición de CC El Cafetal",https://lexlatin.com/node/33406,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Wiz adquiere Finanseg con apoyo de Trench Rossi y Lilla Huck",https://lexlatin.com/node/33008,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Pinheiro Neto y Tauil & Chequer en venta de acciones de EcoRodovias",https://lexlatin.com/node/32966,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Payet Rey y Rodrigo Elías en préstamo a Editora El Comercio en Perú",https://lexlatin.com/node/32962,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"Grupo Kin desarrolla proyectos renovables en Guatemala con apoyo de Lexincorp y Arias",https://lexlatin.com/node/32912,M&A,"Financiamientos","Corporativo - Gobierno corporativo, Banca y finanzas (créditos y financiamientos)"
"Lefosse y Trench Rossi asisten venta de 60 % de filial de MAHLE Metal Leve",https://lexlatin.com/node/32794,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"PPU en financiamiento otorgado por EDC a Scotiabank Chile",https://lexlatin.com/node/32752,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"ACTUALIZACIÓN: BODYTECH obtiene préstamo sindicado con apoyo de cuatro firmas",https://lexlatin.com/node/32618,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Academia de Ciencias Políticas y Sociales de Venezuela nombra nuevo presidente e individuo de número",https://lexlatin.com/node/32461,Emisiones,"M&A; Financiamientos","Mercado de capitales - Emisiones, Antimonopolio y Competencia, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Dos firmas en crédito puente otorgado a concesionaria chilena de Sacyr",https://lexlatin.com/node/31853,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Hernández & Cía y H&K en adquisición de activos de United Oils Limited en Perú",https://lexlatin.com/node/31680,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Pampa Energía recibe crédito puente para compra de Petrobras Argentina",https://lexlatin.com/node/31443,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Hernández & Cía., PPU y Payet asesoran en adquisición de Challapampa",https://lexlatin.com/node/31196,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Cuatrecasas, Gonçalves Pereira anuncia apertura de oficina en México",https://lexlatin.com/node/30898,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
