Grupo,Título,ID,NID Drupal,Link,Tipo,Status,País,Fecha Anuncio,Fecha Cierre,Valor USD,Publicado,Tiene Excerpt,Patrón Detectado
199,"Flux Solar Energías Renovables y Siemens Servicios Comerciales constituyen Joint Venture",drupal-109279,109279,https://lexlatin.com/node/109279,M&A,Cerrado,"Estados Unidos",2022-05-01,2022-05-01,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
200,"Fondo administrado por Tanner compra créditos de Cofisa",drupal-38274,38274,https://lexlatin.com/node/38274,M&A,Cerrado,"Chile",2018-04-01,,82000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
200,"Fondo administrado por Tanner compra créditos de Cofisa",drupal-69384,69384,https://lexlatin.com/node/69384,M&A,Cerrado,"Chile",2018-04-01,,82000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
200,"Fondo administrado por Tanner compra créditos de Cofisa",drupal-69385,69385,https://lexlatin.com/node/69385,Financiamientos,Cerrado,"Chile",2018-04-01,,41000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
201,"Fondo de Inversión Bci Invinsa Rentas Inmobiliarias adquiere Inmobiliaria Las Lagunas",drupal-93868,93868,https://lexlatin.com/node/93868,M&A,Cerrado,"Chile",2022-01-04,2022-01-04,21000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
201,"Fondo de Inversión Bci Invinsa Rentas Inmobiliarias adquiere Inmobiliaria Las Lagunas",drupal-93869,93869,https://lexlatin.com/node/93869,M&A,Cerrado,"Chile",2022-01-04,2022-01-04,21000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
201,"Fondo de Inversión Bci Invinsa Rentas Inmobiliarias adquiere Inmobiliaria Las Lagunas",drupal-93870,93870,https://lexlatin.com/node/93870,Financiamientos,Cerrado,"Chile",2022-01-04,2022-01-04,13600000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
202,"Fondo de Inversión WEG-4 y WEG Administradora realizan adquisición de Generación Solar",drupal-105052,105052,https://lexlatin.com/node/105052,M&A,Cerrado,"Estados Unidos",2022-09-08,2022-09-08,22000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
202,"Fondo de Inversión WEG-4 y WEG Administradora realizan adquisición de Generación Solar",drupal-105053,105053,https://lexlatin.com/node/105053,M&A,Cerrado,"Estados Unidos",2022-09-08,2022-09-08,22000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
202,"Fondo de Inversión WEG-4 y WEG Administradora realizan adquisición de Generación Solar",drupal-105054,105054,https://lexlatin.com/node/105054,Financiamientos,Cerrado,"Estados Unidos",2022-09-08,2022-09-08,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
202,"Fondo de Inversión WEG-4 y WEG Administradora realizan adquisición de Generación Solar",drupal-105055,105055,https://lexlatin.com/node/105055,M&A,Cerrado,"Estados Unidos",2022-09-26,2022-09-26,5000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
203,"Fondo de Penta Las Américas adquiere 17 parques cementerios en Chile",drupal-63135,63135,https://lexlatin.com/node/63135,M&A,Cerrada,"Chile",,,25800000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
203,"Fondo de Penta Las Américas adquiere 17 parques cementerios en Chile",drupal-66724,66724,https://lexlatin.com/node/66724,M&A,Cerrado,"Chile",2019-06-07,,25800000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
203,"Fondo de Penta Las Américas adquiere 17 parques cementerios en Chile",drupal-66726,66726,https://lexlatin.com/node/66726,Financiamientos,Cerrado,"Chile",2019-06-07,,19069848.86,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
204,"Fondo inmobiliario de BTG Pactual compra 19 centros comerciales en Chile",drupal-49831,49831,https://lexlatin.com/node/49831,M&A,Cerrado,"Chile",,,94000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
204,"Fondo inmobiliario de BTG Pactual compra 19 centros comerciales en Chile",drupal-69652,69652,https://lexlatin.com/node/69652,M&A,Cerrado,"Chile",2018-09-01,,94000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
204,"Fondo inmobiliario de BTG Pactual compra 19 centros comerciales en Chile",drupal-69653,69653,https://lexlatin.com/node/69653,Financiamientos,Cerrado,"Chile",2018-09-01,,52000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
205,"Fondos de Goldman Sachs adquieren participación en McDermott",drupal-57099,57099,https://lexlatin.com/node/57099,Emisiones,Cerrado,"Estados Unidos",,,300000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
205,"Fondos de Goldman Sachs adquieren participación en McDermott",drupal-71158,71158,https://lexlatin.com/node/71158,Emisiones,Cerrado,"Estados Unidos",,,300000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
205,"Fondos de Goldman Sachs adquieren participación en McDermott",drupal-71160,71160,https://lexlatin.com/node/71160,Financiamientos,Cerrado,"Estados Unidos",,,230000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
206,"Fondos de pensiones canadienses compran participación en mexicana Ideal",drupal-73346,73346,https://lexlatin.com/node/73346,Emisiones,Cerrado,"México",2020-04-17,2020-04-17,2079500000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
206,"Fondos de pensiones canadienses compran participación en mexicana Ideal",drupal-74127,74127,https://lexlatin.com/node/74127,M&A,Cerrado,"México",2020-04-17,2020-04-17,2079500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
206,"Fondos de pensiones canadienses compran participación en mexicana Ideal",drupal-74130,74130,https://lexlatin.com/node/74130,Emisiones,Cerrado,"México",2020-04-24,2020-04-24,1090500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
207,"GCM Mining y Aris Gold se fusionan y crean Aris Mining",drupal-105190,105190,https://lexlatin.com/node/105190,M&A,Cerrado,"Colombia",2022-09-26,2022-09-26,424000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
207,"GCM Mining y Aris Gold se fusionan y crean Aris Mining",drupal-105230,105230,https://lexlatin.com/node/105230,M&A,Cerrado,"Colombia",2022-09-26,2022-09-26,424000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
207,"GCM Mining y Aris Gold se fusionan y crean Aris Mining",drupal-105231,105231,https://lexlatin.com/node/105231,M&A,Cerrado,"Colombia",2022-09-26,2022-09-26,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
208,"GE Capital cierra venta de flota terrestre en varios países a Element Financial Corp",drupal-33931,33931,https://lexlatin.com/node/33931,M&A,Cerrado,"Estados Unidos",2017-10-31,,6900000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
208,"GE Capital cierra venta de flota terrestre en varios países a Element Financial Corp",drupal-69871,69871,https://lexlatin.com/node/69871,M&A,Cerrado,"Estados Unidos",2017-10-31,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
208,"GE Capital cierra venta de flota terrestre en varios países a Element Financial Corp",drupal-69872,69872,https://lexlatin.com/node/69872,Financiamientos,Cerrado,"Estados Unidos",2017-10-31,,6900000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
209,"GEMSA coloca su primer project bond para ampliar la Central Térmica Ezeiza",drupal-86932,86932,https://lexlatin.com/node/86932,Emisiones,Cerrado,"Estados Unidos",2021-07-16,2021-07-16,130000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
209,"GEMSA coloca su primer project bond para ampliar la Central Térmica Ezeiza",drupal-87102,87102,https://lexlatin.com/node/87102,Emisiones,Cerrado,"Estados Unidos",2021-07-16,2021-07-16,130000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
209,"GEMSA coloca su primer project bond para ampliar la Central Térmica Ezeiza",drupal-87103,87103,https://lexlatin.com/node/87103,Emisiones,Cerrado,"Estados Unidos",2021-07-16,2021-07-16,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
210,"Generadora Metropolitana recibe financiamiento de 980 millones de dólares",drupal-89641,89641,https://lexlatin.com/node/89641,Emisiones,Cerrado,"Estados Unidos",2021-10-21,2021-10-21,980000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
210,"Generadora Metropolitana recibe financiamiento de 980 millones de dólares",drupal-90325,90325,https://lexlatin.com/node/90325,Financiamientos,Cerrado,"Estados Unidos",2021-10-21,2021-10-21,980000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
210,"Generadora Metropolitana recibe financiamiento de 980 millones de dólares",drupal-90326,90326,https://lexlatin.com/node/90326,Emisiones,Cerrado,"Estados Unidos",2021-10-21,2021-10-21,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
211,"Gestor alemán GLL compra parte de edificio de oficinas en Ciudad de México",drupal-70196,70196,https://lexlatin.com/node/70196,M&A,Cerrado,"México",2019-12-10,,45000000.00,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
211,"Gestor alemán GLL compra parte de edificio de oficinas en Ciudad de México",drupal-71931,71931,https://lexlatin.com/node/71931,M&A,Cerrado,"México",2019-12-10,,45000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
211,"Gestor alemán GLL compra parte de edificio de oficinas en Ciudad de México",drupal-71932,71932,https://lexlatin.com/node/71932,Financiamientos,Cerrado,"México",2019-12-10,,45000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
212,"GIC aumenta su participación en Smartfit y CPPIB llega como accionista",drupal-69382,69382,https://lexlatin.com/node/69382,M&A,Cerrado,"Brasil",2019-10-17,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
212,"GIC aumenta su participación en Smartfit y CPPIB llega como accionista",drupal-70272,70272,https://lexlatin.com/node/70272,Financiamientos,Cerrado,"Brasil",2019-10-17,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
212,"GIC aumenta su participación en Smartfit y CPPIB llega como accionista",drupal-70273,70273,https://lexlatin.com/node/70273,M&A,Cerrado,"Brasil",2019-10-17,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
213,"GIP se asocia con AES Andes en el negocio de energía renovable en Chile",drupal-87663,87663,https://lexlatin.com/node/87663,M&A,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,441000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
213,"GIP se asocia con AES Andes en el negocio de energía renovable en Chile",drupal-87830,87830,https://lexlatin.com/node/87830,Financiamientos,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,340000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
213,"GIP se asocia con AES Andes en el negocio de energía renovable en Chile",drupal-87832,87832,https://lexlatin.com/node/87832,M&A,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,441000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
214,"Glacier AcquisitionCo adquiere el 49 % de Chile Renovables",drupal-118685,118685,https://lexlatin.com/node/118685,M&A,Cerrado,"Chile",2023-12-31,2023-12-31,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
214,"Glacier AcquisitionCo adquiere el 49 % de Chile Renovables",drupal-118686,118686,https://lexlatin.com/node/118686,M&A,Cerrado,"Chile",2023-12-31,2023-12-31,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
214,"Glacier AcquisitionCo adquiere el 49 % de Chile Renovables",drupal-118687,118687,https://lexlatin.com/node/118687,Financiamientos,Cerrado,"Chile",2023-12-31,2023-12-31,330000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
215,"Glenfarne adquiere tres centrales hidroeléctricas en Panamá",drupal-46441,46441,https://lexlatin.com/node/46441,M&A,Cerrado,"Estados Unidos",2018-07-01,,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
215,"Glenfarne adquiere tres centrales hidroeléctricas en Panamá",drupal-69607,69607,https://lexlatin.com/node/69607,M&A,Cerrado,"Estados Unidos",2018-07-01,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
215,"Glenfarne adquiere tres centrales hidroeléctricas en Panamá",drupal-69608,69608,https://lexlatin.com/node/69608,Financiamientos,Cerrado,"Estados Unidos",2018-07-01,,300000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
216,"Global Infrastructure Partners adquiere 50 % de Tramarsa",drupal-109625,109625,https://lexlatin.com/node/109625,M&A,Cerrado,"Estados Unidos",2023-03-31,2023-03-31,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
216,"Global Infrastructure Partners adquiere 50 % de Tramarsa",drupal-109632,109632,https://lexlatin.com/node/109632,M&A,Cerrado,"Estados Unidos",2023-03-31,2023-03-31,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
216,"Global Infrastructure Partners adquiere 50 % de Tramarsa",drupal-109633,109633,https://lexlatin.com/node/109633,Financiamientos,Cerrado,"Estados Unidos",2023-03-27,2023-03-27,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
217,"Global Infrastructure Partners adquiere la totalidad de Atlas Renewable Energy",drupal-104256,104256,https://lexlatin.com/node/104256,M&A,Cerrado,"Estados Unidos",2022-10-10,2022-10-10,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
217,"Global Infrastructure Partners adquiere la totalidad de Atlas Renewable Energy",drupal-104410,104410,https://lexlatin.com/node/104410,M&A,Cerrado,"Estados Unidos",2022-10-10,2022-10-10,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
217,"Global Infrastructure Partners adquiere la totalidad de Atlas Renewable Energy",drupal-104412,104412,https://lexlatin.com/node/104412,Financiamientos,Cerrado,"Estados Unidos",2022-10-10,2022-10-10,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
218,"Global Power Generation recauda fondos para proyectos de energía renovable en Chile",drupal-83905,83905,https://lexlatin.com/node/83905,Financiamientos,Cerrado,"Estados Unidos",2021-03-25,2021-03-25,217000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
218,"Global Power Generation recauda fondos para proyectos de energía renovable en Chile",drupal-84074,84074,https://lexlatin.com/node/84074,Financiamientos,Cerrado,"Estados Unidos",2021-03-25,2021-03-25,217000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
218,"Global Power Generation recauda fondos para proyectos de energía renovable en Chile",drupal-84075,84075,https://lexlatin.com/node/84075,Financiamientos,Cerrado,"Estados Unidos",2021-03-25,2021-03-25,103200000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
219,"GOL recauda fondos para continuar sus operaciones",drupal-116020,116020,https://lexlatin.com/node/116020,Emisiones,Cerrado,"Brasil",2023-10-02,2023-10-02,1200000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
219,"GOL recauda fondos para continuar sus operaciones",drupal-116021,116021,https://lexlatin.com/node/116021,Emisiones,Cerrado,"Brasil",2023-10-02,2023-10-02,1200000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
219,"GOL recauda fondos para continuar sus operaciones",drupal-116022,116022,https://lexlatin.com/node/116022,Emisiones,Cerrado,"Brasil",2023-07-31,2023-07-31,9000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
220,"GPA de Brasil logra control de Almacenes Éxito en Colombia tras OPA",drupal-69675,69675,https://lexlatin.com/node/69675,Emisiones,Cerrado,"Colombia",2019-11-27,,2237850000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
220,"GPA de Brasil logra control de Almacenes Éxito en Colombia tras OPA",drupal-70450,70450,https://lexlatin.com/node/70450,M&A,Cerrado,"Colombia",2019-11-27,,2237850000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
220,"GPA de Brasil logra control de Almacenes Éxito en Colombia tras OPA",drupal-70451,70451,https://lexlatin.com/node/70451,Emisiones,Cerrado,"Colombia",2019-10-19,2019-10-19,2237850000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
221,"Gran Coffee compra Cafemaq y Grano Comércio",drupal-55413,55413,https://lexlatin.com/node/55413,M&A,Cerrado,"Brasil",2018-10-30,,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
221,"Gran Coffee compra Cafemaq y Grano Comércio",drupal-72052,72052,https://lexlatin.com/node/72052,M&A,Cerrado,"Brasil",2018-10-24,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
221,"Gran Coffee compra Cafemaq y Grano Comércio",drupal-72053,72053,https://lexlatin.com/node/72053,M&A,Cerrado,"Brasil",2018-10-30,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
222,"Grünenthal y su filial chilena Laboratorios Andrómaco modifican crédito y emiten bono",drupal-110401,110401,https://lexlatin.com/node/110401,Emisiones,Cerrado,"Chile",2023-04-25,2023-04-25,550000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
222,"Grünenthal y su filial chilena Laboratorios Andrómaco modifican crédito y emiten bono",drupal-110477,110477,https://lexlatin.com/node/110477,Financiamientos,Cerrado,"Chile",2023-04-25,2023-04-25,550000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
222,"Grünenthal y su filial chilena Laboratorios Andrómaco modifican crédito y emiten bono",drupal-110478,110478,https://lexlatin.com/node/110478,Emisiones,Cerrado,"Chile",2023-04-25,2023-04-25,330000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
223,"Grupo Águas do Brasil realiza emisiones de obligaciones",drupal-95655,95655,https://lexlatin.com/node/95655,Emisiones,Cerrado,"Brasil",2022-03-18,2022-03-18,52489025.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
223,"Grupo Águas do Brasil realiza emisiones de obligaciones",drupal-95739,95739,https://lexlatin.com/node/95739,Emisiones,Cerrado,"Brasil",2022-03-18,2022-03-18,52489025.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
223,"Grupo Águas do Brasil realiza emisiones de obligaciones",drupal-95741,95741,https://lexlatin.com/node/95741,Emisiones,Cerrado,"Brasil",2022-03-21,2022-03-21,419912200.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
224,"Grupo brasileño Queiroz Galvão reestructura deudas",drupal-70252,70252,https://lexlatin.com/node/70252,Financiamientos,Cerrado,"Chile",2019-10-25,,117600000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
224,"Grupo brasileño Queiroz Galvão reestructura deudas",drupal-71938,71938,https://lexlatin.com/node/71938,Financiamientos,Cerrado,"Chile",2019-10-25,,144000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
224,"Grupo brasileño Queiroz Galvão reestructura deudas",drupal-71939,71939,https://lexlatin.com/node/71939,Financiamientos,Cerrado,"Chile",2019-10-25,,117600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
225,"Grupo chileno Norte Grande obtiene créditos para refinanciar pasivos",drupal-78145,78145,https://lexlatin.com/node/78145,Emisiones,Cerrado,"Chile",2020-09-15,2020-09-15,222000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
225,"Grupo chileno Norte Grande obtiene créditos para refinanciar pasivos",drupal-78280,78280,https://lexlatin.com/node/78280,Financiamientos,Cerrado,"Chile",2020-09-15,2020-09-15,222000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
225,"Grupo chileno Norte Grande obtiene créditos para refinanciar pasivos",drupal-78284,78284,https://lexlatin.com/node/78284,Emisiones,Cerrado,"Chile",2020-09-15,2020-09-15,589600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
226,"Grupo Cibest vende Banitsmo a Grupo BSC por USD 1.418 millones",drupal-133842,133842,https://lexlatin.com/node/133842,M&A,Cerrado,"Estados Unidos",2026-06-30,2026-06-30,1418000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
226,"Grupo Cibest vende Banitsmo a Grupo BSC por USD 1.418 millones",drupal-134047,134047,https://lexlatin.com/node/134047,M&A,Cerrado,"Estados Unidos",2026-06-30,2026-06-30,1418000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
226,"Grupo Cibest vende Banitsmo a Grupo BSC por USD 1.418 millones",drupal-134048,134048,https://lexlatin.com/node/134048,Financiamientos,Cerrado,"Estados Unidos",2026-06-30,2026-06-30,350000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
227,"Grupo Clarín e Hiberus crean consultora tecnológica",drupal-118377,118377,https://lexlatin.com/node/118377,M&A,Cerrado,"Argentina",2024-01-24,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
227,"Grupo Clarín e Hiberus crean consultora tecnológica",drupal-118401,118401,https://lexlatin.com/node/118401,M&A,Cerrado,"Argentina",2024-01-24,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
227,"Grupo Clarín e Hiberus crean consultora tecnológica",drupal-118402,118402,https://lexlatin.com/node/118402,M&A,Cerrado,"Argentina",2024-01-24,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
228,"Grupo Energía Bogotá cierra acuerdo para compra de Dunas Energía vía OPA en el Perú",drupal-59851,59851,https://lexlatin.com/node/59851,M&A,Cerrado,"Estados Unidos",,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
228,"Grupo Energía Bogotá cierra acuerdo para compra de Dunas Energía vía OPA en el Perú",drupal-70159,70159,https://lexlatin.com/node/70159,M&A,Cerrado,"Estados Unidos",,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
228,"Grupo Energía Bogotá cierra acuerdo para compra de Dunas Energía vía OPA en el Perú",drupal-70160,70160,https://lexlatin.com/node/70160,M&A,Cerrado,"Estados Unidos",,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
229,"Grupo español Quirónsalud expande su presencia en el mercado colombiano",drupal-67003,67003,https://lexlatin.com/node/67003,M&A,Cerrado,"Colombia",2019-09-03,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
229,"Grupo español Quirónsalud expande su presencia en el mercado colombiano",drupal-69510,69510,https://lexlatin.com/node/69510,M&A,En progreso,"Colombia",2019-09-03,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
229,"Grupo español Quirónsalud expande su presencia en el mercado colombiano",drupal-69511,69511,https://lexlatin.com/node/69511,M&A,En progreso,"Colombia",2019-09-03,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
230,"Grupo Harari se convierte en único accionista del retailer panameño Xtra",drupal-93708,93708,https://lexlatin.com/node/93708,Emisiones,Cerrado,"Colombia",2022-01-06,2022-01-06,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
230,"Grupo Harari se convierte en único accionista del retailer panameño Xtra",drupal-99657,99657,https://lexlatin.com/node/99657,M&A,Cerrado,"Colombia",2022-01-06,2022-01-06,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
230,"Grupo Harari se convierte en único accionista del retailer panameño Xtra",drupal-99659,99659,https://lexlatin.com/node/99659,Emisiones,Cerrado,"Colombia",2022-01-03,2022-01-03,100000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
231,"Grupo Médico Joya adquiere dos hospitales propiedad de Grupo Médico San Javier",drupal-75055,75055,https://lexlatin.com/node/75055,M&A,Cerrado,"México",2020-03-02,2020-03-02,8140000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
231,"Grupo Médico Joya adquiere dos hospitales propiedad de Grupo Médico San Javier",drupal-75582,75582,https://lexlatin.com/node/75582,Financiamientos,Cerrado,"México",2020-03-02,2020-03-02,8140000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
231,"Grupo Médico Joya adquiere dos hospitales propiedad de Grupo Médico San Javier",drupal-75583,75583,https://lexlatin.com/node/75583,M&A,Cerrado,"México",2020-03-02,2020-03-02,9680000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
232,"Grupo Murano negocia contratos de operación hotelera con Hyatt y Ennismore",drupal-97634,97634,https://lexlatin.com/node/97634,M&A,Cerrado,"Estados Unidos",2022-05-11,2022-05-11,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
232,"Grupo Murano negocia contratos de operación hotelera con Hyatt y Ennismore",drupal-98422,98422,https://lexlatin.com/node/98422,M&A,Cerrado,"Estados Unidos",2022-05-11,2022-05-11,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
232,"Grupo Murano negocia contratos de operación hotelera con Hyatt y Ennismore",drupal-98423,98423,https://lexlatin.com/node/98423,Financiamientos,Cerrado,"Estados Unidos",2022-05-11,2022-05-11,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
233,"Grupo Saesa compra participación mayoritaria en Enel Transmisión Chile",drupal-106088,106088,https://lexlatin.com/node/106088,M&A,Cerrado,"Chile",2022-12-09,2022-12-09,1403000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
233,"Grupo Saesa compra participación mayoritaria en Enel Transmisión Chile",drupal-106238,106238,https://lexlatin.com/node/106238,M&A,Cerrado,"Chile",2022-12-09,2022-12-09,1403000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
233,"Grupo Saesa compra participación mayoritaria en Enel Transmisión Chile",drupal-106239,106239,https://lexlatin.com/node/106239,Financiamientos,Cerrado,"Chile",2022-12-09,2022-12-09,1200000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
234,"Grupo Sandoval consolida propiedad sobre la sociedad peruana Talma",drupal-96547,96547,https://lexlatin.com/node/96547,M&A,Cerrado,"Perú",2022-04-11,2022-04-11,163500000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
234,"Grupo Sandoval consolida propiedad sobre la sociedad peruana Talma",drupal-96940,96940,https://lexlatin.com/node/96940,M&A,Cerrado,"Perú",2022-04-11,2022-04-11,163500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
234,"Grupo Sandoval consolida propiedad sobre la sociedad peruana Talma",drupal-96941,96941,https://lexlatin.com/node/96941,Financiamientos,Cerrado,"Perú",2022-04-11,2022-04-11,135500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
234,"Grupo Sandoval consolida propiedad sobre la sociedad peruana Talma",drupal-96942,96942,https://lexlatin.com/node/96942,M&A,Cerrado,"Perú",2022-03-26,2022-03-26,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
235,"Grupo SURA se desprende de sus negocios de seguros en Argentina y El Salvador",drupal-113786,113786,https://lexlatin.com/node/113786,M&A,En progreso,"El Salvador",2023-08-14,,43700850.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
